model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
11626,2.917471597,2.536572616,92.224024,5.349359201,6.261785504,3.011276515,149.9229397,74.29892146,76.93270481,TRUE,0.5,0.377807612
11627,2.049756251,95.38707386,179.6552447,102.4419829,97.90848984,105.8936876,126.5565984,55.44172748,73.8738978,TRUE,0.5,0.367251781
11628,1.647038615,142.3091136,165.0827275,43.63776585,60.45933653,164.8781644,57.84963183,148.8646655,75.8615754,TRUE,0.5,0.608424216
11629,1.117584893,62.23863299,35.84867736,92.18722708,152.4420166,167.2074993,49.90867401,40.29520143,174.9291247,TRUE,0.5,0.382758794
11630,2.7513566,47.2720229,138.0271136,150.4363337,99.2002453,49.02592251,43.58708571,28.42081676,127.1861029,TRUE,0.5,0.413333634
11631,2.836434276,162.0397014,127.5818363,27.92748937,132.5737601,37.37333557,114.7587512,44.8442138,99.7834255,TRUE,0.5,0.685590628
11632,2.608809001,119.6312308,85.18391618,15.82361291,179.4557814,69.17552587,5.289191216,15.85140634,146.2033656,TRUE,0.5,0.39195996
11633,1.647920288,133.1479323,62.66021707,58.91658456,61.52649761,93.03643383,121.3697866,64.77538869,84.25659095,TRUE,0.5,0.467451666
11634,1.522785726,162.9942137,170.889818,94.88194135,148.4560084,110.9303957,135.1695494,140.1716299,48.611515,TRUE,0.5,0.647079527
11635,1.198808892,175.2242653,40.20311627,140.6348866,56.29654331,20.98246981,58.94429592,21.60852087,147.7120376,TRUE,0.5,0.269374872
11636,2.829919371,61.82423992,1.413457054,12.23271501,53.78506809,177.2732326,54.10127687,70.27179871,73.25818928,TRUE,0.5,0.547049094
11637,1.725022583,29.72482851,123.7463533,170.7506688,151.6174361,123.2482274,72.46542044,121.6358468,6.993178376,TRUE,0.5,0.341358753
11638,2.714597617,117.1951972,113.7328108,163.6112005,155.3222891,145.6419961,137.2055165,112.2715162,34.33126871,TRUE,0.5,0.342019333
11639,1.856505034,171.9888769,27.89766818,83.31784166,75.60060819,31.01780997,105.5128933,87.24109886,128.8709242,TRUE,0.5,0.694471402
11640,1.331819396,129.5031661,168.6017667,116.5909411,177.2853987,25.57735782,119.8981091,106.8736085,20.63485126,TRUE,0.5,0.265258737
11641,1.447330658,146.6246818,64.46989015,175.8194334,111.4962904,119.3801036,85.11929055,55.39726515,148.1598854,TRUE,0.5,0.272854482
11642,2.826255446,128.6186815,59.86329388,61.94675149,83.88495247,6.337491036,51.58226912,114.1737742,36.64617935,TRUE,0.5,0.4507781
11643,1.456874303,47.77306769,93.96278133,7.526723176,76.37263389,46.61502325,101.8390478,167.3625521,39.74906875,TRUE,0.5,0.749940623
11644,1.04835599,3.995691377,138.0918775,83.35604128,144.1371076,73.02578725,166.0508897,107.4238174,113.0537528,TRUE,0.5,0.434532507
11645,2.692384839,85.76485221,150.8279217,12.27822673,65.8199122,44.02991262,83.52041499,123.6756868,110.8678182,TRUE,0.5,0.531076788
11646,1.178228286,58.79475401,28.00003918,149.4856171,121.5590677,8.062124407,89.73615222,145.0859833,50.26838471,TRUE,0.5,0.644483641
11647,2.8328815,89.02017871,22.22175056,87.91710966,143.3917865,119.1071867,97.28169993,51.96221604,20.25160832,TRUE,0.5,0.457776506
11648,1.832260374,60.98668046,49.81818852,91.75392932,64.51342781,39.81289009,101.2088568,33.46333534,24.80338271,TRUE,0.5,0.380138983
11649,2.181611914,134.58368,63.76912768,92.41091568,51.23801986,147.6853508,159.9498614,98.04292709,149.7256918,TRUE,0.5,0.705082819
11650,1.234769622,89.82192061,38.35111531,71.05903586,33.3990128,171.5670852,68.29549776,134.7938034,8.903206638,TRUE,0.5,0.619582969
11651,1.793646499,134.8810327,95.36520781,141.1252714,94.78252601,118.5648841,141.421884,38.39559551,6.825772043,TRUE,0.5,0.277675323
11652,1.810670786,50.70839239,160.9737391,136.6231222,59.82437259,83.08155166,99.79872954,4.973560175,155.8647021,TRUE,0.5,0.269717787
11653,2.389646403,78.38532562,80.94902721,35.35044673,67.31585875,26.66854616,92.07444734,118.4152971,93.44298643,TRUE,0.5,0.573956684
11654,1.034066633,23.41933764,148.0308935,35.76858457,32.217043,127.2563108,94.65176823,172.2257346,147.7553923,TRUE,0.5,0.707659188
11655,2.661605143,138.5619158,86.2150195,14.36303485,70.22827302,7.436406773,17.37954794,67.75463432,40.47941203,TRUE,0.5,0.333285608
11656,1.321721588,12.17919284,72.7457163,0.301975371,150.9980943,146.9297711,129.566498,171.3431785,161.1785308,TRUE,0.5,0.488134978
11657,1.801201186,26.66024315,65.82121979,175.6026612,172.728029,42.39297774,89.24010216,131.8498849,22.52384873,TRUE,0.5,0.437625702
11658,2.435425336,170.6350309,31.90174338,109.6217984,15.96723762,137.8436337,158.9356408,86.95851781,20.5022768,TRUE,0.5,0.694899484
11659,1.554226208,46.87946643,5.468661991,130.3059767,9.583619304,110.3404258,37.76822717,162.5730066,138.2204748,TRUE,0.5,0.277429151
11660,1.690763797,110.0684447,65.71087664,158.3979603,124.4450076,93.34859357,109.7862181,57.32409098,126.7378744,TRUE,0.5,0.436041416
11661,1.79786635,149.0675694,83.03721917,53.72137297,52.3148342,61.99251557,121.6285085,66.82256664,98.75218604,TRUE,0.5,0.404810479
11662,2.588555977,149.0015671,91.32895667,105.0249517,46.32312162,150.5059288,42.0082435,27.44836694,48.76397967,TRUE,0.5,0.416196492
11663,2.383908519,15.77313562,132.7352992,118.2654728,60.770513,35.17804238,125.8747457,127.8523123,53.98150504,TRUE,0.5,0.715294057
11664,1.88339032,153.0852058,125.468928,168.4151524,39.89110476,116.7955849,50.77625014,73.62049795,34.93822639,TRUE,0.5,0.60698743
11665,2.320279785,104.5495547,119.6731401,146.2396201,50.04387854,174.8961809,169.0845021,107.3535881,66.50183958,TRUE,0.5,0.446671095
11666,1.666909109,25.38282351,34.61347238,117.2985714,120.2773036,73.32797854,58.39737917,79.29853347,127.2448835,TRUE,0.5,0.394276727
11667,1.546516252,169.5472089,141.4140322,157.0695008,162.0494165,135.7036297,94.07367074,179.3013751,124.7645909,TRUE,0.5,0.739506829
11668,2.111050486,82.09030263,26.52727894,32.82330595,124.7371975,11.15907234,104.071009,26.02309789,0.313556788,TRUE,0.5,0.567435387
11669,2.292229006,45.52231497,51.08479554,74.24747122,58.81743594,155.9924764,86.40349018,27.65748828,125.3166857,TRUE,0.5,0.384967604
11670,2.053215277,30.08018505,3.28827516,89.19884846,68.64502122,114.8189208,137.8412855,109.02127,96.58390325,TRUE,0.5,0.353939889
11671,1.292581483,10.58700305,121.1465463,92.25748588,146.6371795,174.4588762,137.2520791,54.76864054,100.8502643,TRUE,0.5,0.496060333
11672,2.259743975,173.6200837,3.694029346,134.3802818,117.1747173,6.231644004,105.0704028,133.5080995,176.2028957,TRUE,0.5,0.578959522
11673,1.288912967,140.7215266,51.61739842,172.5835451,16.45346417,165.504073,59.53280408,106.6117081,159.8885299,TRUE,0.5,0.739100447
11674,1.580969199,104.616028,30.93025473,21.52323768,16.38180581,162.7502465,89.91749197,114.7528424,89.64033146,TRUE,0.5,0.655914512
11675,1.175203209,53.6738297,91.17186672,166.3957216,1.689602074,86.27427798,106.128787,78.61239145,107.6094659,TRUE,0.5,0.740656451
11676,1.611673218,116.8061812,88.25710559,23.53617259,71.7163166,5.462629657,102.7402966,60.23858919,171.5704095,TRUE,0.5,0.726720176
11677,2.350848479,56.10891113,32.09534352,41.35723788,107.007979,120.6050791,27.17627849,16.4946235,129.9309289,TRUE,0.5,0.321068383
11678,2.829108889,175.090423,26.99986102,132.135813,94.63925109,89.51774241,37.32272649,17.98507469,29.57016011,TRUE,0.5,0.474371997
11679,2.064454755,124.4148269,143.9598156,44.81703128,104.8604834,44.39000542,174.2539003,126.397956,65.40554586,TRUE,0.5,0.259288739
11680,1.995547498,28.47541429,101.2216362,170.8229529,49.45483147,48.29325586,62.00056244,114.5672646,130.7169743,TRUE,0.5,0.358276304
11681,1.974165779,0.291507588,69.10835188,27.80209816,99.14027199,60.87542825,97.15534141,3.090709823,28.42649588,TRUE,0.5,0.583511332
11682,1.013457451,101.0188924,107.3719317,30.44437781,92.10700193,66.6152497,148.1835656,148.742541,106.4906629,TRUE,0.5,0.671344335
11683,1.166886642,24.85512725,144.0597274,139.2592935,179.3748838,163.4471146,102.8093181,168.782013,58.1630955,TRUE,0.5,0.358005566
11684,2.548524571,104.4089985,46.8867316,59.73800873,8.681877146,170.1496765,127.4006137,65.98066441,39.21544371,TRUE,0.5,0.370632908
11685,2.362046178,70.32678835,124.0788609,36.30891702,138.6259714,128.662579,163.6767503,18.34010002,86.67856857,TRUE,0.5,0.615784794
11686,2.503474275,46.80439113,96.03272309,13.62541175,10.45234659,2.564117446,150.2524061,88.41773511,148.8851146,TRUE,0.5,0.560867804
11687,2.769901673,130.9453089,178.467918,46.7946207,74.13339217,61.10826228,175.5441203,179.9859237,157.9456373,TRUE,0.5,0.690394452
11688,2.660271267,19.4822036,106.6775611,167.3425238,132.2599061,139.0862758,53.55333067,30.6044101,63.63565977,TRUE,0.5,0.252776426
11689,2.134185039,71.57971414,63.11122486,68.7201678,29.34018016,100.0558982,97.81457084,43.76630282,141.5112036,TRUE,0.5,0.542549098
11690,1.570938979,101.4079748,34.3049493,46.48146307,57.21729679,34.30057576,89.9985198,169.3665091,9.926163062,TRUE,0.5,0.718061354
11691,1.677961976,121.8104977,124.2289349,55.0922453,143.8779349,96.69552858,45.37757612,26.41135357,179.3978448,TRUE,0.5,0.315022138
11692,2.85221612,167.368931,76.20619971,6.413611361,4.582234269,101.7786491,6.32656542,145.4994031,79.06759897,TRUE,0.5,0.475333871
11693,1.073569361,60.53076942,176.4104563,65.76169589,27.78970149,147.5367136,45.74089941,139.8684747,164.6324344,TRUE,0.5,0.723968793
11694,1.099876325,56.09878776,132.3306136,6.220918454,24.2687829,94.54041214,171.848153,79.35078779,36.80619878,TRUE,0.5,0.480533012
11695,2.763046379,130.6381829,177.5397278,2.937149074,58.49473959,144.4145577,95.72124873,22.29968798,2.944198852,TRUE,0.5,0.250947187
11696,1.754311969,179.2420636,60.45948504,57.45126502,16.61786104,65.34529089,53.94624824,152.1428797,147.303624,TRUE,0.5,0.672663946
11697,2.460773005,60.83254355,97.49844347,123.3158844,138.2571308,4.32914036,25.14686775,97.43634839,44.70869763,TRUE,0.5,0.528199028
11698,2.959689845,145.4568158,73.57037877,157.5048283,170.6353835,147.2088184,9.939649537,53.18356839,146.5978782,TRUE,0.5,0.446969039
11699,2.729182571,148.8887584,81.27045027,49.16082375,69.24619212,122.0083874,53.66386448,169.2727494,90.47697848,TRUE,0.5,0.388433995
11700,2.690266254,57.83414539,142.9996125,19.724547,131.8294211,97.69669127,61.65488632,149.9232046,27.75498955,TRUE,0.5,0.271343083
11701,2.05058413,17.96109592,10.88240218,156.3988203,146.9836008,114.2948705,91.90716706,97.77282529,153.1685047,TRUE,0.5,0.291442511
11702,2.681517061,171.5155266,177.6568322,131.432194,13.94075663,104.5444963,87.85158919,38.28433711,101.1914107,TRUE,0.5,0.529519632
11703,1.835830755,85.02110334,44.82079851,92.0137145,43.43385101,5.695628711,14.08565047,141.3886658,33.77472177,TRUE,0.5,0.537394207
11704,2.595920787,71.46458654,32.25960475,58.23847963,148.657262,29.58455231,106.8135506,70.36875128,178.4029508,TRUE,0.5,0.620495344
11705,2.299665593,85.99710616,155.7936041,29.85364162,71.02247917,134.5623083,48.02441876,161.2182288,105.8000534,TRUE,0.5,0.722950451
11706,2.27992242,131.9598383,56.64666387,139.6804032,14.34918801,121.1301682,138.5952082,91.45427505,123.2051124,TRUE,0.5,0.256447559
11707,1.600507135,134.7370397,54.79761777,102.6005604,178.1187981,25.81452103,106.0148598,108.2996488,111.3400928,TRUE,0.5,0.597056851
11708,2.649330572,179.5611415,144.2997592,148.4877372,33.96226163,114.7738934,82.41731008,93.35186575,165.4161112,TRUE,0.5,0.476078662
11709,2.621299235,34.90942234,21.27092829,80.42154001,28.68718822,155.8835784,99.26160226,18.90887275,169.5550506,TRUE,0.5,0.359681932
11710,1.402775385,98.25546755,65.12218183,34.89297233,94.91590249,48.31427435,31.01822081,148.9412546,3.665701399,TRUE,0.5,0.48273782
11711,1.282939012,4.246483003,104.5713316,73.72076108,123.0640112,90.96082319,118.0018978,85.21148853,172.9383818,TRUE,0.5,0.655318725
11712,1.607814475,21.22845472,55.47395409,91.59402678,161.7105852,126.6466925,3.374765091,77.32007805,71.8550703,TRUE,0.5,0.28721909
11713,1.384525376,35.17091895,39.20838667,94.11585271,119.738401,93.46199005,83.77501015,134.0414452,105.6320138,TRUE,0.5,0.344455172
11714,1.834510481,122.0684492,56.18893632,64.60813063,67.7581402,149.751021,146.278947,126.5623561,149.8918309,TRUE,0.5,0.74701571
11715,1.257804469,3.29041712,12.06466392,155.0585781,36.05617856,138.2839622,130.6670298,49.04396499,66.11325263,TRUE,0.5,0.685305882
11716,2.357881533,68.53945245,22.16599565,148.1182484,128.021091,137.4162255,42.80659817,115.1533386,5.053608362,TRUE,0.5,0.40557125
11717,2.629999472,40.91181653,60.675389,156.816467,58.77708422,62.53588678,78.39160845,156.7645591,52.54290978,TRUE,0.5,0.490561265
11718,2.092613015,50.50102351,17.57182744,172.5037405,20.87270167,118.2309884,128.7895538,5.295356264,5.333734222,TRUE,0.5,0.584285835
11719,1.716821038,1.742220942,49.75659271,174.6417103,38.6118844,56.49642,113.3117337,33.57539168,126.0720352,TRUE,0.5,0.506782577
11720,1.449827522,170.4127276,94.28319169,0.250326319,51.359592,0.938786018,123.8344348,134.396642,105.3571136,TRUE,0.5,0.318658168
11721,1.609436658,113.6015894,84.68789481,85.90097657,95.36751016,27.48109756,121.010065,108.4864035,87.7433673,TRUE,0.5,0.418740805
11722,2.391863603,132.713996,2.163360821,148.7534881,29.31801657,128.328277,160.9744094,171.9990761,163.7194607,TRUE,0.5,0.563002873
11723,2.177477922,56.56128064,2.653723891,125.7279496,55.34128908,72.84498401,56.22153153,171.4874638,82.64706728,TRUE,0.5,0.396100277
11724,1.230603381,79.89759701,137.482769,49.52960744,169.1858393,77.70242765,21.05330096,113.3021793,119.9078148,TRUE,0.5,0.40990969
11725,1.157564919,92.60376731,37.23529424,133.0527059,94.21755766,160.0036429,136.6208891,122.9538608,156.9008689,TRUE,0.5,0.659604281
11726,1.329328786,37.30351627,161.3907919,143.7934366,75.96265539,18.88879893,171.9360192,93.09493919,67.58751854,TRUE,0.5,0.731779842
11727,1.699167988,62.69032861,43.70728621,108.537177,17.0447296,46.47325105,155.9951774,13.21583408,177.8820283,TRUE,0.5,0.598498122
11728,2.816091608,22.14194917,69.70001781,54.83374774,37.35320345,73.23021971,42.92244231,128.449833,39.86181238,TRUE,0.5,0.666045747
11729,2.914176726,28.37819033,36.09446075,14.18450354,105.1864866,132.4796762,130.7277882,168.9911026,77.57945324,TRUE,0.5,0.646455637
11730,2.101706873,134.2832151,176.9228666,71.48586516,142.8433435,103.0440436,152.7309567,132.4378664,72.56895193,TRUE,0.5,0.408031061
11731,1.689588384,172.3321618,61.35533205,56.05816602,76.6680764,101.3728745,55.94077748,157.4594283,89.1493191,TRUE,0.5,0.695708318
11732,1.704868885,93.13041836,45.76038848,114.8694352,66.91882248,29.98663695,171.1512976,32.8262869,30.23203503,TRUE,0.5,0.619994017
11733,1.872769779,106.2038788,65.30354597,163.8027004,14.20535616,66.9248784,11.18915468,122.7165424,93.20431574,TRUE,0.5,0.680213847
11734,2.730689008,141.1492028,64.37177936,1.212900152,44.79494685,21.11924259,13.37147159,102.503798,60.67209249,TRUE,0.5,0.373339951
11735,1.113858929,118.0365002,94.6803276,52.4499025,7.636356864,172.4383936,49.83566342,154.5714095,59.27462685,TRUE,0.5,0.473946071
11736,1.711989318,116.5102957,147.4872106,169.5268012,177.4513383,38.54266025,3.452610954,2.438570999,43.05235542,TRUE,0.5,0.428037497
11737,2.944476405,75.55106826,5.072630574,170.242345,88.71427756,110.8460047,141.7362138,70.8009613,73.11732122,TRUE,0.5,0.41355478
11738,1.752513183,80.96300847,125.2561049,66.92589021,84.97108978,130.8039057,31.55180065,107.9803191,24.71811216,TRUE,0.5,0.388826772
11739,1.469932201,76.12420403,21.75749337,79.84446579,166.4369765,50.85939592,156.2498047,92.34488648,29.33332217,TRUE,0.5,0.633677256
11740,2.256744,29.58956194,48.41813735,175.973044,29.92504533,0.134387814,127.3319739,36.02827009,8.879673955,TRUE,0.5,0.330949661
11741,1.780977508,12.27936619,150.7297277,152.1910277,10.75524965,17.51144016,13.28679396,46.69744873,165.5141606,TRUE,0.5,0.709969212
11742,2.54419445,71.27698726,81.63296918,68.28280004,176.3048275,57.09293796,71.27029223,118.8699841,152.7551726,TRUE,0.5,0.571431438
11743,2.167363312,67.5634421,102.5231175,154.2692993,13.48579224,62.35653869,154.3097067,9.624236186,174.8806075,TRUE,0.5,0.478409727
11744,1.788792149,22.10154567,115.6046347,18.66869447,32.33264482,94.36900478,115.8105582,6.381964906,23.0992092,TRUE,0.5,0.690694938
11745,2.147228096,139.5792704,153.045115,147.7198563,146.4833907,19.11202501,172.7718111,36.7830277,116.5447413,TRUE,0.5,0.441282201
11746,2.238837087,71.76474996,62.04242784,78.16994157,2.977248861,104.879634,135.4939016,164.5584787,111.2489215,TRUE,0.5,0.687132005
11747,1.702972764,44.43203012,143.8490531,134.1309682,141.2387396,70.95616351,86.54796703,152.3864238,50.99167625,TRUE,0.5,0.475734369
11748,2.096372079,63.19345538,152.6386505,158.2930766,179.3379529,69.75904545,123.35375,136.8224243,178.0093603,TRUE,0.5,0.521675698
11749,1.880751581,113.1950068,93.36147792,116.9975949,29.79548102,154.9429318,116.6020871,92.551994,178.3228878,TRUE,0.5,0.615897986
11750,2.047904552,53.08216058,33.59084456,130.5089094,9.653793309,154.4643029,81.74579634,161.2844858,128.6389652,TRUE,0.5,0.621425498
11751,1.816758548,169.3637801,14.73855519,136.7759216,60.79275735,140.515717,151.8115902,59.7687337,16.18580212,TRUE,0.5,0.424065261
11752,1.951224873,59.72025936,40.66249885,2.686279622,45.15723116,136.0791597,154.1011123,158.6690555,72.18904762,TRUE,0.5,0.478589773
11753,2.119594996,74.38421828,31.50669163,129.3324139,124.3261912,75.00205416,0.249591427,96.02918424,50.76223114,TRUE,0.5,0.470458919
11754,2.990500099,114.9384994,69.22046293,49.64749266,12.48180294,168.9642054,19.07380348,51.65116665,160.6482106,TRUE,0.5,0.313520652
11755,1.592483535,141.3873971,144.8263456,18.80235479,80.52391449,140.1685688,111.2030418,96.54560167,63.78734915,TRUE,0.5,0.656682212
11756,1.322530165,9.355141737,100.877133,146.3888374,69.4242095,129.8988061,2.616452279,105.1249883,18.87361945,TRUE,0.5,0.312922884
11757,2.668477669,128.0305077,108.0451325,99.66739064,70.90221112,104.6397445,12.66317472,82.84494712,121.2704493,TRUE,0.5,0.391797015
11758,2.798330767,76.55835972,80.44528838,30.80605487,11.55811496,5.570221224,109.9169964,98.86469698,27.22023013,TRUE,0.5,0.68348239
11759,2.592354334,9.616053719,115.7194079,152.4222411,125.8111089,158.7660291,22.41809735,91.7965632,42.17094868,TRUE,0.5,0.707750001
11760,1.655130202,21.42086349,153.8091422,7.662729344,173.5668549,51.55712682,57.00491808,40.13523558,123.885572,TRUE,0.5,0.321356223
11761,1.514998477,148.2351249,89.18267442,76.92232644,106.3640193,79.99523162,11.33908067,140.6560673,64.86682638,TRUE,0.5,0.554854874
11762,2.727688526,21.50975547,149.3050363,98.30513129,92.73170604,139.8063735,79.87119191,155.2788077,113.5753968,TRUE,0.5,0.542396057
11763,2.201708043,179.9148775,5.738465907,89.38978405,167.2152182,138.5703631,74.11219738,8.960456814,164.8772589,TRUE,0.5,0.367534296
11764,1.039730111,139.0739334,117.9917808,16.24498139,106.0313793,3.463045954,39.87411216,43.56831871,28.79124857,TRUE,0.5,0.476604356
11765,2.443507322,26.45153637,146.076817,32.45306473,133.9701829,39.55511928,39.91202629,167.6263302,47.80892577,TRUE,0.5,0.57099957
11766,1.773512904,68.69766309,95.1255586,145.242272,123.9112314,30.71452769,134.5428651,24.48347621,10.51956432,TRUE,0.5,0.398382818
11767,2.678256394,84.56005975,110.0181776,14.33690611,15.59787094,84.05253469,33.21813278,129.438926,121.830328,TRUE,0.5,0.590137596
11768,1.986747547,16.59520253,48.25153357,48.74894028,130.2483338,19.21375468,178.0990935,109.9976311,11.08418545,TRUE,0.5,0.693301492
11769,2.197490266,132.1215096,70.49961414,118.5769008,100.4094807,143.8755568,144.4997945,25.57973979,138.4419563,TRUE,0.5,0.43688092
11770,1.117021671,52.22108632,74.2959494,8.153106958,85.85597794,162.0224117,124.5677247,129.3372347,126.9038193,TRUE,0.5,0.385632052
11771,2.462428254,77.02514693,147.3272559,26.17311431,99.75790509,65.46364068,167.1156961,112.5833807,139.273113,TRUE,0.5,0.41405238
11772,1.302278075,30.18480422,112.6941928,98.8600189,71.80533948,136.63339,112.3781663,57.07782484,144.5283461,TRUE,0.5,0.501613147
11773,1.589875533,69.73559411,146.4326395,115.2466056,126.0471807,133.3417703,73.57448153,9.345442882,60.93466331,TRUE,0.5,0.452570935
11774,2.149533169,58.45825179,47.25572111,115.980694,30.01531961,31.4707449,90.53262449,116.0037122,100.935526,TRUE,0.5,0.696097439
11775,1.170236715,46.41662906,72.58566096,47.92149225,67.82830469,167.9828726,9.521474146,37.01209872,133.3937301,TRUE,0.5,0.519368236
11776,2.189918239,18.74872835,64.40201802,31.26295421,5.334605629,55.28003017,155.3220807,42.10832128,61.13066569,TRUE,0.5,0.571054803
11777,2.182384769,56.29892269,112.9361484,52.32979167,1.918554314,153.1890774,85.74903288,117.8582601,16.45461261,TRUE,0.5,0.343578404
11778,1.632167192,29.44054669,96.495582,92.61313518,71.22224647,91.25227381,104.4148008,42.6278776,42.45963288,TRUE,0.5,0.299602568
11779,2.528876878,133.0813936,138.3701593,54.31933372,128.4734265,16.44631632,112.065253,15.3076354,57.1254982,TRUE,0.5,0.620911458
11780,2.04395249,82.78583981,125.9999775,41.45525311,153.8326621,168.0723299,151.0339245,127.2026072,76.49334284,TRUE,0.5,0.513492203
11781,1.347576056,137.847241,23.27201461,108.1697438,165.7513073,162.650147,10.5080547,123.0083758,1.915837261,TRUE,0.5,0.459379624
11782,2.014129535,25.15361571,71.64113564,167.3113138,10.33988233,48.55693524,176.5183738,140.0885385,84.6295568,TRUE,0.5,0.617031458
11783,1.64586312,164.7826862,79.19802367,14.94212451,170.6641579,132.3385021,173.1662487,158.427862,4.26879644,TRUE,0.5,0.433941845
11784,1.020617983,156.8064141,46.54969547,12.61137317,32.56967602,76.38792224,31.25599112,90.43484461,27.25821967,TRUE,0.5,0.544673437
11785,1.361670547,153.2162937,120.7055417,71.11420605,142.2864891,136.8615667,147.0099255,161.8495446,11.11592223,TRUE,0.5,0.3682165
11786,2.228467108,31.85963515,113.295178,172.3108265,19.16843526,112.7490187,139.5712366,142.987562,102.4521808,TRUE,0.5,0.576484611
11787,2.045951358,118.4486022,34.90103557,29.53550715,103.5394499,119.0329301,4.391325101,158.5593916,63.05464666,TRUE,0.5,0.652452128
11788,2.303512333,175.8872405,30.03860265,134.7363123,39.40040242,50.0035563,147.8808558,76.08901321,142.164077,TRUE,0.5,0.689555833
11789,1.657726925,106.7514749,9.394461592,20.4889211,150.1182682,143.5551442,64.06580915,31.21120555,9.984568911,TRUE,0.5,0.362343805
11790,2.888592052,100.7042592,157.2385923,25.58469143,85.27383954,7.000605799,122.4041754,98.53374539,104.6654362,TRUE,0.5,0.416064635
11791,1.527335118,0.578717038,69.45929438,65.4673205,177.2333672,86.93544157,89.39251659,41.54169823,166.606823,TRUE,0.5,0.296624686
11792,2.126235763,165.3836836,88.9780819,120.7930397,177.3023116,132.9062638,87.50897467,150.4719471,19.33491288,TRUE,0.5,0.631392348
11793,1.365710451,34.80878276,158.4220856,103.8172491,157.1396078,26.8916691,88.20530835,56.08736964,41.07105395,TRUE,0.5,0.436814129
11794,2.440368488,29.17824725,153.2437444,169.6318547,43.74395321,137.7846869,98.7346875,125.1731832,17.12946904,TRUE,0.5,0.299831519
11795,1.963118727,25.84066436,23.34342903,34.07238992,0.692148837,130.3649416,117.8436644,90.33216101,17.70518031,TRUE,0.5,0.280350049
11796,2.541555029,40.30639603,159.4873087,1.260535123,69.41984501,92.96481569,41.08181045,88.20559005,136.3660467,TRUE,0.5,0.540633823
11797,1.452403162,43.32239433,5.239927889,42.54117812,77.30225913,34.91965274,49.7129971,162.0126742,102.9386194,TRUE,0.5,0.739288425
11798,2.396304272,11.61468016,144.6408453,149.1919494,178.5729844,86.17211921,111.6412569,116.388155,141.9982283,TRUE,0.5,0.361243946
11799,2.700079436,135.2686934,118.0747489,175.9196679,19.74121385,25.62400315,56.47200794,147.4018782,100.3717539,TRUE,0.5,0.410772739
11800,1.485064351,124.4835495,107.9909405,69.87196825,102.2108156,24.24855794,153.5497054,69.8431039,29.49638085,TRUE,0.5,0.436469864
11801,2.835865171,25.92877309,41.55320983,111.4948314,42.79463543,56.7449913,103.344644,12.90614915,25.48823742,TRUE,0.5,0.630494086
11802,1.330310474,21.11948551,29.76719151,1.572205138,173.2326387,28.31848492,21.36968389,7.994540573,55.04455338,TRUE,0.5,0.495724409
11803,1.552134879,30.29415426,1.090178588,125.3664043,164.7063643,17.32746999,51.51664984,51.3473745,138.8644262,TRUE,0.5,0.657018397
11804,2.283734313,75.9396824,59.44304803,130.575513,33.01850018,105.4422184,175.6777589,20.46519651,52.31148068,TRUE,0.5,0.325254681
11805,2.573848909,34.54169125,151.19757,169.0210339,174.3846873,125.8264933,21.91171313,106.6278225,176.4600517,TRUE,0.5,0.647516466
11806,1.92717392,175.9648346,115.8567735,133.3878242,98.28835808,36.33605178,41.39817576,115.2085462,73.85769531,TRUE,0.5,0.346788643
11807,2.92468193,69.45356522,166.1306592,53.99303621,49.98135424,8.86988024,78.55168383,115.3030633,94.19104899,TRUE,0.5,0.681575794
11808,2.445056945,173.9685472,27.94818003,92.65491323,37.02161322,168.4047323,45.05895062,43.55462618,105.2573462,TRUE,0.5,0.528717595
11809,2.888959622,173.522078,173.7240441,32.79996356,53.46348859,30.75954577,71.92343619,93.27931739,26.06205125,TRUE,0.5,0.533411679
11810,1.976387348,136.1515157,172.3199062,144.9301439,37.75750289,77.31771708,68.00476425,113.5707343,143.753433,TRUE,0.5,0.577452821
11811,2.753670384,1.056977549,135.5630955,41.87257857,41.36352082,113.3295742,133.6997874,120.0936271,132.0891025,TRUE,0.5,0.267355687
11812,2.043210262,32.42667104,85.47447129,100.6917271,110.5244935,31.61267711,40.33149021,38.72543835,12.89502216,TRUE,0.5,0.307101288
11813,2.00331239,32.00850302,14.47737699,35.59462081,117.9903604,130.9135847,89.03273227,93.41304825,69.02164306,TRUE,0.5,0.581880721
11814,2.261627616,64.12593651,146.9419293,56.30853371,21.46999039,34.53633792,77.63341584,178.1209069,127.7018696,TRUE,0.5,0.683724846
11815,2.504559474,23.10318703,16.13131053,149.1389664,171.1957054,66.18999807,42.50431656,110.7233102,146.5225221,TRUE,0.5,0.634404297
11816,2.136866575,103.745341,19.50854369,37.20224784,147.5232773,123.1450298,62.07047012,90.13173719,166.0511556,TRUE,0.5,0.48227019
11817,2.409785604,13.59848675,134.3345208,90.36050996,129.6552214,133.2536112,135.3833337,82.70172892,148.6439082,TRUE,0.5,0.710273367
11818,1.906388737,26.16172659,10.44170323,123.4973611,84.06215966,89.06916874,55.42221139,127.0079269,135.6926658,TRUE,0.5,0.734271182
11819,2.203373867,38.84271185,165.9056832,35.43868809,15.91080344,97.62299895,27.23288588,140.9500095,145.5040135,TRUE,0.5,0.681024527
